Problem	NSGAII	SMPSO	AutoNSGAII
DTLZ1	0.0002290077539046087	0.0011559124961457463	0.08100924728586179
DTLZ2	0.0001852558227249691	0.00013492293190960793	0.00013479633030357422
DTLZ3	0.033976333953750416	0.0032106028155586795	0.2643876576367463
DTLZ4	0.0027048749094752992	0.00014949198885776807	0.00014700351327589375
DTLZ5	0.0004288897486856449	0.00034284539083786786	0.0003330703213224067
DTLZ6	0.002103929661467921	0.0003338270969027455	0.00033232897143305466
DTLZ7	0.00046585024152603785	0.00034898985274050084	0.0003508391494886253
WFG1	0.006966278508038888	0.014176687119616735	0.0001412051406742876
WFG2	0.005352056158166214	0.00041805033126092185	0.0003025335206669872
WFG3	0.00020632583370948775	0.00015983633027992502	0.00014605491622073275
WFG4	0.0001689042459885216	0.0003691271083424695	0.00013260440829694013
WFG5	0.0009616750008395382	0.0009435141592017976	0.0009425341810691022
WFG6	0.0004744657795059457	0.0002364477178548443	0.00037978639584043363
WFG7	0.00011732234088379412	8.840875310934557e-05	8.560532892174682e-05
WFG8	0.0034739317402448238	0.003032656625846824	0.003932904562480792
WFG9	0.00013757343144922817	0.00013270650810363158	0.00010678050882135714
