Problem	NSGAII	SMPSO	AutoNSGAII
DTLZ1	0.0053278505274869	0.0028087139676562	2.120398764044409
DTLZ2	0.0032586499184761	0.0024802761589524	0.0022863487589642
DTLZ3	1.0474615652175638	0.0021089449440174	7.0065802415649
DTLZ4	0.0026774475760053	0.0021294545918213	0.0019657020353468
DTLZ5	0.0025118739506638	0.00205595514737	0.0018372437570316
DTLZ6	0.0219847212103372	0.001893820072131	0.0018383523201917
DTLZ7	0.0023600719165906	0.0018343512567314	0.0018046412791556
WFG1	0.1723500346386875	0.4762882756301904	0.0019241042034982
WFG2	0.0088552096568882	0.0027101241804927	0.0010104205462817
WFG3	0.0039491837922736	0.0036813132468196	0.002540389413265
WFG4	0.0031826545545958	0.0117232325692963	0.003084536143964
WFG5	0.0275378966651006	0.0270587894449955	0.0270350640619258
WFG6	0.0064217810025368	0.0030966436260027	0.0043659590559781
WFG7	0.0032898197641493	0.0031247633597193	0.0023172415350258
WFG8	0.0471041345009817	0.0427144541075093	0.0603082547365964
WFG9	0.0049142319339313	0.0059175281917623	0.004194394827023
