Problem	NSGAII	SMPSO	AutoNSGAII
DTLZ1	0.09969616080993689	0.6369997318879499	0.35609424486849944
DTLZ2	0.00027075517835083927	0.0002528749545809126	0.0002743426312222128
DTLZ3	0.16513494896180794	2.0561500452302113	0.9458583893279061
DTLZ4	0.0001823842780115194	0.0001794307661307074	0.000192636701004733
DTLZ5	0.00026818127829510667	0.00024028070251726446	0.00023861367264062366
DTLZ6	0.0046117132513683054	0.00024138386540887124	0.0002391915617570886
DTLZ7	0.0005140712889246897	0.00048754560159496496	0.0004905891581715186
WFG1	0.008400662939325381	0.05181521860996195	0.00016983519446245565
WFG2	0.00048361867268411176	0.0006244635669126018	0.0005687997515138624
WFG3	0.00027201543035403026	0.00027142693171945377	0.0002059996927918336
WFG4	0.0006327269749934002	0.0014810340117865281	0.0006049428238061558
WFG5	0.002670600590112	0.0026363491959584162	0.002633457498024956
WFG6	0.0007753923216227819	0.00033686660738439794	0.0006569301622225674
WFG7	0.00033531022735477765	0.00029176771200545336	0.000304468795098696
WFG8	0.01301537239846918	0.00874501201566542	0.015087684644105063
WFG9	0.0010566832339241755	0.0010566490854197834	0.0010559918676678343
