Problem	NSGAII	SMPSO	AutoNSGAII
DTLZ1	0.009648154607056826	0.1354872695446816	0.2742678077570157
DTLZ2	0.0011053488515563909	0.0004410380346284399	0.00011342058431622669
DTLZ3	0.26605645625853	0.24326476313924247	0.0
DTLZ4	0.2706916058726614	0.00039766686408456255	0.00016731547993792953
DTLZ5	0.0008121443389078694	0.0004769578883206752	9.041617682294693e-05
DTLZ6	0.11222115205542785	0.0002234966509027216	0.00014343372933124762
DTLZ7	0.00036441435374266854	0.00020337331881911983	0.0001466641281572716
WFG1	0.18446716821513406	0.01345558051226556	2.9953407858142814e-05
WFG2	0.0020897174270592066	0.0011762357779122091	0.001418545841732061
WFG3	0.0011621476872970787	0.0006696114524052253	0.00012514253789564132
WFG4	0.0013609559695628125	0.009579254140886397	0.005208369533795777
WFG5	0.000983407447251877	0.00015645726309300838	0.00016920710039686505
WFG6	0.04163536868077723	0.0014171871648706706	0.03718503381797563
WFG7	0.0012261952088868295	0.0011419706644529392	9.926317501671182e-05
WFG8	0.04141905742917097	0.014758683723464033	0.007710270634463645
WFG9	0.006152817838507729	0.001889574431031607	0.008542194585862696
