Problem	NSGAII	SMPSO	AutoNSGAII
DTLZ1	0.029260849810404888	0.009910578527572697	0.136074856725184
DTLZ2	0.02826994026781543	0.01469724905477561	0.017750897930705806
DTLZ3	0.32147773344473063	0.0996767515285062	0.20147428397761258
DTLZ4	0.03932003205479412	0.01166538070727631	0.014449437709826207
DTLZ5	0.02831775733122166	0.01373661776742989	0.0237416880289565
DTLZ6	0.19542956104974757	0.021201614702090102	0.022117084064735004
DTLZ7	0.024409787284507156	0.0016133926652138753	0.0015152161399984987
WFG1	0.04523334138844204	0.04231142055476733	0.009599714750026203
WFG2	0.010403583815572492	0.03361454112987006	0.0012157719376219012
WFG3	0.03270456430347762	0.006385108041743512	0.007096082789283094
WFG4	0.039353688057430225	0.033573144183480286	0.02225794551509029
WFG5	0.03020500794311126	0.014250641352525795	0.02337813048626651
WFG6	0.03451165994496447	0.018354804321579404	0.022353681456634397
WFG7	0.023559822604952374	0.017457778403781793	0.013011716568899295
WFG8	0.03807592377938129	0.1211460994222171	0.05466322162717363
WFG9	0.02586714453197042	0.015601150222113003	0.021491931513645007
