Problem	NSGAII	SMPSO	AutoNSGAII
DTLZ1	0.002960643481000376	0.1366804251706638	2.206988456836403
DTLZ2	0.002932780263957607	0.00022038466198926317	0.00019245545770981795
DTLZ3	0.6613080403973491	0.2989508561435822	4.493641457428187
DTLZ4	0.27359226661323266	0.00017287054051389115	0.0001601422026279299
DTLZ5	0.001932405260715019	0.00020530912028701105	0.000218119808406933
DTLZ6	0.01703715318548228	0.00025889988455110276	0.00018847986560622078
DTLZ7	0.001589374177972073	0.0001963101439841483	0.00019035650285497986
WFG1	0.17033300025977874	0.010039065371773815	0.000571860861644846
WFG2	0.08370572806710924	0.0016855410673204366	0.0005829163682584438
WFG3	0.0025969743227586546	0.0004035845693492094	0.0001883549271554094
WFG4	0.001733002873403837	0.002380903226105958	0.0007414950887213748
WFG5	0.0021741457767807245	0.0002741064557066469	0.00012177016277140926
WFG6	0.006229175132270086	0.0004692091426509955	0.004911518556361605
WFG7	0.002139842999676568	0.0006087977294923342	0.00015706371143505224
WFG8	0.05217936909749521	0.018151016131047675	0.026918681043165287
WFG9	0.0024086525103537426	0.0008915456553166728	0.001264834471339719
