Problem	NSGAII	SMPSO	AutoNSGAII
DTLZ1	0.0029035467072297625	0.06851798834901424	3.0559583895321825
DTLZ2	0.000196406642712455	5.357512549119263e-05	3.7104052397969985e-05
DTLZ3	0.8450564099756015	0.13087861308638088	5.307667973115973
DTLZ4	0.13770112142751975	4.372024754931556e-05	1.99442985553487e-05
DTLZ5	8.364830649735493e-05	6.041479317463199e-05	4.8174300145250176e-05
DTLZ6	0.02117152585540813	3.241019030744639e-05	4.151433205344594e-05
DTLZ7	0.00012783065875831786	9.403305452292357e-05	6.592588973234042e-05
WFG1	0.11482370112452027	0.02094299359180575	3.924972311349402e-05
WFG2	0.0034461967492063145	0.00031827668363717333	0.0005089766052991574
WFG3	0.00034610648657444344	0.0001771184002255852	3.855260936647101e-05
WFG4	0.00022718508618591008	0.0011628760469270304	0.0006020797520746954
WFG5	0.0001054946433708269	2.7906288221320224e-05	3.2021014682788775e-05
WFG6	0.006534443025909557	0.00018275753454336178	0.005672825037503872
WFG7	0.00021994926407403612	0.00013456825406011472	2.8831630443113786e-05
WFG8	0.006457745973623185	0.004134566696602894	0.0031558386901784485
WFG9	0.0008597014989391207	0.00027766983183995925	0.0012335545518474655
