Problem	NSGAII	SMPSO	AutoNSGAII
DTLZ1	0.013157190596409303	0.0002589292590410002	0.0
DTLZ2	0.0013186266843536985	0.0003757830033129031	0.0001823023526266003
DTLZ3	0.1011894456753013	0.007068462602310199	0.0
DTLZ4	0.002052706921402199	0.0004591322123129009	0.00020671782511660214
DTLZ5	0.0012272299278588	0.0006557374350095995	8.450116419209987e-05
DTLZ6	0.10484567062170452	0.0002797706088088006	0.0002137969283761993
DTLZ7	0.00043406313871630076	0.0002109142663557998	0.00015981401006809988
WFG1	0.1741548123617632	0.00851647034583125	3.262147318419976e-05
WFG2	0.0035062624665486	0.0016085401796682997	8.586268627386318e-05
WFG3	0.0017344464570761987	0.0008483129799953994	5.0268709460199804e-05
WFG4	0.0017523377733103009	0.011659409566256801	0.0080579063210535
WFG5	0.0014397705492773805	0.000159810154764517	0.00025228000452640065
WFG6	0.0321624418632629	0.0017077549353671003	0.040558966535299
WFG7	0.0021810789883932	0.0020860669096075986	0.00016289938971420122
WFG8	0.008132480830562894	0.01353486242706231	0.013506286603441386
WFG9	0.008048053221246902	0.0033736151369093	0.013421950742818097
