Problem	NSGAII	SMPSO	AutoNSGAII
DTLZ1	0.0005024488995211532	9.12110841186216e-06	0.32311870106684926
DTLZ2	3.8902011009168296e-05	2.3362178260455792e-05	9.506054391941418e-06
DTLZ3	0.1027304782274083	3.572565948334241e-05	0.3471445369459145
DTLZ4	6.175789404129235e-05	2.6514282387609604e-05	1.2253413802088453e-05
DTLZ5	1.17729533636201e-05	1.4485255130137483e-05	2.1467355836319018e-05
DTLZ6	0.0042103086582954	1.072233838503482e-05	1.2518548577781472e-05
DTLZ7	4.003080595565132e-05	1.1733905349910862e-05	1.764695301767499e-05
WFG1	0.010518245808263198	0.004776072911243906	1.262542367540343e-05
WFG2	0.00013109855748576215	4.090493977817035e-05	1.0407923586066821e-05
WFG3	3.182312210257924e-05	3.150450013644307e-05	1.869230827514329e-05
WFG4	6.977417644667377e-05	0.00021856390031099997	4.717131406068353e-05
WFG5	2.6538377172699752e-05	7.926920005499848e-06	7.209342460799944e-06
WFG6	0.0003601986019944401	1.5234859686436984e-05	0.00045342510022273726
WFG7	5.7278543988191044e-05	5.4340162173208834e-05	1.6724801027450233e-05
WFG8	0.005047683104056299	0.0010003960456241995	0.0004737112256098016
WFG9	8.466193332350006e-05	7.228828635110016e-05	4.9579778544200145e-05
