Problem	NSGAII	SMPSO	AutoNSGAII
DTLZ1	0.02303790783462109	0.04932268839971554	0.9207568818475432
DTLZ2	0.022092226172859365	0.016963633127024667	0.015034969186398444
DTLZ3	0.8629180520623113	0.15062308900221283	1.0
DTLZ4	0.10059340679068118	0.01768306119413043	0.016118665695185032
DTLZ5	0.015283139661410972	0.010709434995049496	0.00864688721710942
DTLZ6	0.1720623513348703	0.009246429104079057	0.008605553048485296
DTLZ7	-0.0004710257480260582	-0.002791303360298028	-0.003053015944762164
WFG1	0.285112564498354	0.8146007516410927	0.003766887743084168
WFG2	0.004726409966536131	0.00525245087150262	-3.750379723458084e-05
WFG3	0.010872230116471824	0.009848997753239193	0.005275272421280612
WFG4	0.02053895426109419	0.09219901367195886	0.021141602461557437
WFG5	0.16780851522872264	0.161616543694262	0.16172756071747207
WFG6	0.051202269088470836	0.01484804133693606	0.038969981951271
WFG7	0.022945335846583967	0.02249102203858409	0.015175131502127523
WFG8	0.3020249348684182	0.2973914788885485	0.3568463998720779
WFG9	0.03541307039605713	0.04187217407411608	0.031106376739054368
