Problem	NSGAII	SMPSO	AutoNSGAII
DTLZ1	0.00020052412518247443	0.00013281185813896295	0.0670528965556917
DTLZ2	0.00018247855293367844	0.00013478031417840194	0.00013452403007648738
DTLZ3	0.0331236750129446	0.00015052142674513308	0.2215675848807289
DTLZ4	0.00019096899282636373	0.0001494352079702118	0.000146656249034421
DTLZ5	0.00042687723787759456	0.00034366505903956056	0.0003319768230972123
DTLZ6	0.0015709810455473	0.0003346302265338243	0.00033086765382131484
DTLZ7	0.00046015097186325306	0.0003473423950313373	0.0003510972946797418
WFG1	0.0096860325139529	0.014301618585712	0.00014108783594322726
WFG2	0.0076901258602758	0.00040855474694061504	0.00029848585945206466
WFG3	0.00020408246226754904	0.00015944376857616378	0.00014556743692585242
WFG4	0.0001672676669469226	0.000366159900427475	0.00013005225117052738
WFG5	0.000962116328835273	0.00094365397502362	0.0009427622014666376
WFG6	0.0003862413768044291	0.00023694986446105645	0.00026146527530542527
WFG7	0.00011739490492118988	8.837285883771679e-05	8.551965153388932e-05
WFG8	0.0037926315574422	0.0031070985924384	0.003966970013301
WFG9	0.000135739635560021	0.0001323620864425861	0.00010116759628819969
