Problem	NSGAII	SMPSO	AutoNSGAII
DTLZ1	0.0065720101150918975	0.00012933503524487078	0.0
DTLZ2	0.00028223425349471754	8.043128254150989e-05	3.901935931857614e-05
DTLZ3	0.0216660555546642	0.001513455305597211	0.0
DTLZ4	0.00043951252442417377	9.830646332120718e-05	4.426110333299871e-05
DTLZ5	0.0002630021201333044	0.000140528137183904	1.8109064024413035e-05
DTLZ6	0.0224690035944749	5.9956379483083744e-05	4.5817857081603686e-05
DTLZ7	0.00014285206800990213	6.941280296413055e-05	5.2595486229711774e-05
WFG1	0.11086405254869647	0.005421443158219408	2.0766286433659964e-05
WFG2	0.001978669690869128	0.0009077385764528767	4.845441450185284e-05
WFG3	0.0008628873296183115	0.0004220358137909108	2.5008689252092875e-05
WFG4	0.00038893113672849866	0.002587804409203892	0.001788451240869099
WFG5	0.00033708247729291596	3.741513041199962e-05	5.906438976679973e-05
WFG6	0.0068183670701475185	0.0003620402973348036	0.00859841186807958
WFG7	0.00046689016895301583	0.00044655151741740395	3.4870870789599495e-05
WFG8	0.0017293454537556097	0.002878144233366492	0.00287206767792228
WFG9	0.0019781784633290944	0.0008292207598449008	0.0032990604268386126
