Problem	NSGAII	SMPSO	AutoNSGAII
DTLZ1	0.0150069932181556	0.0063202042523923	1.521946209176981
DTLZ2	0.0120111369498596	0.0055836076214034	0.0051825236388182
DTLZ3	0.8806640947789303	0.0058716318200642	5.226192300540278
DTLZ4	0.0118786874427901	0.0057473795148513	0.0052575135480746
DTLZ5	0.0104032208873947	0.0052397204253912	0.0050552365838191
DTLZ6	0.0296775014098238	0.0051182884160667	0.0049807269716517
DTLZ7	0.0078901027415406	0.0041783252837134	0.004109648319093
WFG1	0.3696023941576005	0.4564442591494898	0.0062922853083654
WFG2	0.181467802349311	0.0064642405839316	0.0038339273856522
WFG3	0.0141625098357017	0.0071423992586451	0.0053420660655892
WFG4	0.0118000576586962	0.0228975746462328	0.0064167705238398
WFG5	0.0330001608279914	0.0276926479689597	0.0275574440680376
WFG6	0.013542838027954	0.0061470147718512	0.0070423235176968
WFG7	0.0118035099222896	0.00653174558001	0.0052613114794938
WFG8	0.2442794259523961	0.1712525559887292	0.2450711385704994
WFG9	0.0155274713554198	0.0108829933749674	0.0074490807596324
