Problem	NSGAII	SMPSO	AutoNSGAII
DTLZ1	0.0029844646622322994	0.0006326507032736999	2.022142527530704
DTLZ2	0.003236685800684199	0.00021917102564459993	0.00031771537264539945
DTLZ3	0.628742691797521	0.0013554229945586995	2.472023687913342
DTLZ4	0.0028252651559401987	0.00020184090907730042	0.00022980011826960033
DTLZ5	0.0025888475741048	0.00027035118331229964	0.00030176507431759966
DTLZ6	0.014696078495617503	0.00022557481236999948	0.00022014503985059997
DTLZ7	0.0016222512142414006	0.00029258954216769984	0.00016460579118459957
WFG1	0.27899941783303606	0.013598364863658619	0.00042292866075790015
WFG2	0.174279650327294	0.0021594616678672993	0.0005082287575200002
WFG3	0.002334095919197199	0.0006473316429735001	0.00027317244706420024
WFG4	0.0016793388545289986	0.0033778552249126015	0.0009803220195518996
WFG5	0.0026649031168041043	0.00025812319864670225	0.00013191754778009782
WFG6	0.0035800211754846	0.0006135799866158996	0.005357998880853
WFG7	0.0022417991746327	0.00029647571435690006	0.0002370583852064007
WFG8	0.1074603419894051	0.023374483763506898	0.0006373678448534092
WFG9	0.0026736904317876987	0.0012666174022822989	0.0018114636432951994
