Problem	NSGAII	SMPSO	AutoNSGAII
DTLZ1	0.3267443022945302	0.3039773215463529	0.25210996848712447
DTLZ2	0.02814199135148981	0.013526186927552739	0.01689863548696508
DTLZ3	0.1913499879152075	0.5341811951087533	0.14111483434830163
DTLZ4	0.1811940076802806	0.013320579343693822	0.01057099430571036
DTLZ5	0.024661033649056745	0.012034114406723511	0.012128812305610017
DTLZ6	0.13548021756781908	0.014578426485537577	0.015943925434613933
DTLZ7	0.01947280334349147	0.0018715171475935095	0.0018401601079113615
WFG1	0.0764295299198119	0.051494684196480754	0.01155207862731751
WFG2	0.010115701752966428	0.025694768956974992	0.0008668728716554507
WFG3	0.024824354837366894	0.00504557938751111	0.00817588629214924
WFG4	0.02775970103547717	0.03637140242071558	0.021842574826818076
WFG5	0.029841171218980583	0.014071748644903808	0.015361602959180291
WFG6	0.030452991578504958	0.014879354068303017	0.018407549881368442
WFG7	0.026054159282740515	0.013957652743081906	0.00920442013883667
WFG8	0.04516003923530181	0.08979271094979402	0.03274087713806065
WFG9	0.02049149189695952	0.013648468842765597	0.013647967412626676
