Problem	NSGAII	SMPSO	AutoNSGAII
DTLZ1	0.006361266379017187	0.02258903880935492	2.5573815198026155
DTLZ2	0.0032806763788777284	0.002481355173887192	0.00228860584997898
DTLZ3	1.0604673392528263	0.07363097526755974	8.358760417489073
DTLZ4	0.04243614475550901	0.0021389193098393083	0.001964809266856448
DTLZ5	0.0025378472590053443	0.002061051866200096	0.0018287213651718482
DTLZ6	0.02864622024242333	0.0018945623248407758	0.0018242285201821881
DTLZ7	0.002373328875634792	0.0018482181484507601	0.0018090071129724281
WFG1	0.16944077636175084	0.471724180290145	0.0019356239884088361
WFG2	0.006695037908201612	0.002733298364087932	0.0011046827241631184
WFG3	0.00399214997003302	0.003697129363456404	0.002556867456483564
WFG4	0.003175321472773392	0.01182564416551077	0.003170693097118208
WFG5	0.027529200011647114	0.027052708611558868	0.027020374560013657
WFG6	0.008316800124064097	0.0031201836147559518	0.006712146028696719
WFG7	0.003342703082021872	0.003124495367757672	0.0023169645976751398
WFG8	0.045918723131417455	0.040910791491314616	0.06093317283519869
WFG9	0.005084224482148684	0.005933407448660352	0.004419866295051236
