Problem	NSGAII	SMPSO	AutoNSGAII
DTLZ1	0.48799207587100246	0.4748628411395458	0.039581897840067326
DTLZ2	0.2093079669990566	0.21040567315573033	0.2108184776545196
DTLZ3	0.02935113518745651	0.18186330815150378	0.0
DTLZ4	0.19257520795768648	0.2103274427819019	0.2106624011764835
DTLZ5	0.2110302365685621	0.21201040662211956	0.21245242194961478
DTLZ6	0.17743158962642824	0.21232393682730616	0.21246128008918208
DTLZ7	0.32925936865955063	0.33002298211968095	0.3301091128702107
WFG1	0.45508543313304584	0.11802207319918713	0.6341854044123524
WFG2	0.5616572363050291	0.561360378552723	0.5643456293914617
WFG3	0.49209118939590796	0.49260024762476634	0.49487567655023135
WFG4	0.21739124939413668	0.20148630869766038	0.21725749170585107
WFG5	0.19483463348347524	0.19628431246545652	0.19625832089810288
WFG6	0.20114303609724601	0.20885005257365485	0.20373625411730376
WFG7	0.20915208465650223	0.20924933682008898	0.21081540452638714
WFG8	0.1484221150800497	0.14940740434182717	0.1367645098243431
WFG9	0.23709150992116268	0.23550388873662403	0.23815007755313952
