0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 8.070909118690257344e-02 9.192909088130973849e-01
0.000000000000000000e+00 1.602125332068780883e-01 8.397874667931219950e-01
0.000000000000000000e+00 2.404295343606117352e-01 7.595704656393883480e-01
0.000000000000000000e+00 3.218280345687994926e-01 6.781719654312005074e-01
0.000000000000000000e+00 4.537190969914843275e-01 5.462809030085157280e-01
0.000000000000000000e+00 5.336249118028246752e-01 4.663750881971753248e-01
0.000000000000000000e+00 6.104331243949570052e-01 3.895668756050429393e-01
0.000000000000000000e+00 6.854560865639145462e-01 3.145439134360854538e-01
0.000000000000000000e+00 7.628286301370409417e-01 2.371713698629590028e-01
0.000000000000000000e+00 8.391565861734125997e-01 1.608434138265874003e-01
0.000000000000000000e+00 9.187723693182237028e-01 8.122763068177624168e-02
0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
7.482511827002168159e-02 3.840704974358532531e-01 5.411043842941249959e-01
7.544707275524251133e-02 2.347319560387992887e-01 6.898209712059580889e-01
7.624982613559724842e-02 3.109998008859508056e-01 6.127503729784519182e-01
7.629217275809838106e-02 4.596663489054604868e-01 4.640414783364409934e-01
7.733074015630680975e-02 1.546993855688731934e-01 7.679698742748201079e-01
7.767795318771915369e-02 5.357409400669264077e-01 3.865811067453545080e-01
7.897873964303812888e-02 6.116177395666393402e-01 3.094035207903225171e-01
7.936372299544509901e-02 6.879435161670119925e-01 2.326927608375429779e-01
8.065423690294459824e-02 7.640026278697049644e-01 1.553431352273505206e-01
8.138939574985444569e-02 8.404972270878975360e-01 7.811337716224804606e-02
8.450005564941315273e-02 9.154999443505869028e-01 0.000000000000000000e+00
8.534671909302528336e-02 0.000000000000000000e+00 9.146532809069747305e-01
8.978998784736857974e-02 7.413476168987699622e-02 8.360752504627543269e-01
1.506595112601956665e-01 1.547063944343682051e-01 6.946340943054361006e-01
1.507860203337676175e-01 2.330351019709906157e-01 6.161788776952419333e-01
1.529131911966569446e-01 3.843776884791638149e-01 4.627091203241793238e-01
1.530705120484689152e-01 3.084532168390751727e-01 5.384762711124558843e-01
1.544893593563628487e-01 4.600208098978737503e-01 3.854898307457633733e-01
1.564565826085810019e-01 5.355491019556699595e-01 3.079943154357490109e-01
1.583430078659402163e-01 6.109169701126159202e-01 2.307400220214438358e-01
